condition,category,n,em,f1,malformed_count,malformed_rate,delta_em_vs_baseline,delta_f1_vs_baseline
tennis_only_full600_fulltest,overlap_while_during,4,0.75,0.75,0,0.0,,
tennis_only_full600_fulltest,which_first_last,4,0.5,0.5,0,0.0,,
tennis_only_full600_fulltest,yes_no_before_after,6,0.3333333333333333,0.3333333333333333,0,0.0,,
tennis_only_full600_smoke_100,duration_minutes,15,0.26666666666666666,0.26666666666666666,0,0.0,,
tennis_only_full600_smoke_100,immediate_before_after,15,0.3333333333333333,0.5513671513671513,0,0.0,,
tennis_only_full600_smoke_100,other_temporal,1,1.0,1.0,0,0.0,,
tennis_only_full600_smoke_100,overlap_while_during,7,0.8571428571428571,0.8571428571428571,0,0.0,,
tennis_only_full600_smoke_100,tournament_round_sequence,3,0.6666666666666666,0.7619047619047619,0,0.0,,
tennis_only_full600_smoke_100,which_first_last,15,0.4,0.46814814814814815,0,0.0,,
tennis_only_full600_smoke_100,yes_no_before_after,44,0.5227272727272727,0.5227272727272727,0,0.0,,
tennis_only_full600_test224,duration_minutes,29,0.3793103448275862,0.3793103448275862,0,0.0,,
tennis_only_full600_test224,immediate_before_after,39,0.23076923076923078,0.4410214429445199,0,0.0,,
tennis_only_full600_test224,other_temporal,3,0.6666666666666666,0.8888888888888888,0,0.0,,
tennis_only_full600_test224,overlap_while_during,23,0.7391304347826086,0.7391304347826086,0,0.0,,
tennis_only_full600_test224,tennis_injury_or_medical,1,0.0,0.0,0,0.0,,
tennis_only_full600_test224,tournament_round_sequence,4,0.75,0.8214285714285714,0,0.0,,
tennis_only_full600_test224,which_first_last,47,0.46808510638297873,0.5218000675447484,0,0.0,,
tennis_only_full600_test224,yes_no_before_after,78,0.5128205128205128,0.5128205128205128,0,0.0,,
tennis_only_trace50_smoke_100,duration_minutes,15,0.3333333333333333,0.3777777777777778,0,0.0,,
tennis_only_trace50_smoke_100,immediate_before_after,15,0.06666666666666667,0.24023199023199024,0,0.0,,
tennis_only_trace50_smoke_100,other_temporal,1,0.0,0.0,0,0.0,,
tennis_only_trace50_smoke_100,overlap_while_during,7,0.7142857142857143,0.7142857142857143,0,0.0,,
tennis_only_trace50_smoke_100,tournament_round_sequence,3,0.3333333333333333,0.5952380952380952,0,0.0,,
tennis_only_trace50_smoke_100,which_first_last,15,0.06666666666666667,0.10757575757575759,0,0.0,,
tennis_only_trace50_smoke_100,yes_no_before_after,44,0.45454545454545453,0.45454545454545453,1,0.022727272727272728,,
tennis_from_tiser_e1_lr0.0001_bs4_ga4_r16_a32_d0p05_20260616_095331_002,duration_minutes,29,0.5517241379310345,0.574712643678161,0,0.0,,
tennis_from_tiser_e1_lr0.0001_bs4_ga4_r16_a32_d0p05_20260616_095331_002,immediate_before_after,39,0.20512820512820512,0.6851851305243417,0,0.0,,
tennis_from_tiser_e1_lr0.0001_bs4_ga4_r16_a32_d0p05_20260616_095331_002,other_temporal,3,0.3333333333333333,0.6777777777777777,0,0.0,,
tennis_from_tiser_e1_lr0.0001_bs4_ga4_r16_a32_d0p05_20260616_095331_002,overlap_while_during,23,0.8695652173913043,0.8695652173913043,0,0.0,,
tennis_from_tiser_e1_lr0.0001_bs4_ga4_r16_a32_d0p05_20260616_095331_002,tennis_injury_or_medical,1,0.0,0.3333333333333333,0,0.0,,
tennis_from_tiser_e1_lr0.0001_bs4_ga4_r16_a32_d0p05_20260616_095331_002,tournament_round_sequence,4,0.75,0.75,0,0.0,,
tennis_from_tiser_e1_lr0.0001_bs4_ga4_r16_a32_d0p05_20260616_095331_002,which_first_last,47,0.5531914893617021,0.7377746367108069,0,0.0,,
tennis_from_tiser_e1_lr0.0001_bs4_ga4_r16_a32_d0p05_20260616_095331_002,yes_no_before_after,78,0.9102564102564102,0.9102564102564102,0,0.0,,
tennis_from_tiser_e1_lr0.0001_bs4_ga4_r16_a32_d0p0_20260616_095331_001,duration_minutes,29,0.5517241379310345,0.574712643678161,0,0.0,,
tennis_from_tiser_e1_lr0.0001_bs4_ga4_r16_a32_d0p0_20260616_095331_001,immediate_before_after,39,0.20512820512820512,0.6851851305243417,0,0.0,,
tennis_from_tiser_e1_lr0.0001_bs4_ga4_r16_a32_d0p0_20260616_095331_001,other_temporal,3,0.3333333333333333,0.6777777777777777,0,0.0,,
tennis_from_tiser_e1_lr0.0001_bs4_ga4_r16_a32_d0p0_20260616_095331_001,overlap_while_during,23,0.8695652173913043,0.8695652173913043,0,0.0,,
tennis_from_tiser_e1_lr0.0001_bs4_ga4_r16_a32_d0p0_20260616_095331_001,tennis_injury_or_medical,1,0.0,0.3333333333333333,0,0.0,,
tennis_from_tiser_e1_lr0.0001_bs4_ga4_r16_a32_d0p0_20260616_095331_001,tournament_round_sequence,4,0.75,0.75,0,0.0,,
tennis_from_tiser_e1_lr0.0001_bs4_ga4_r16_a32_d0p0_20260616_095331_001,which_first_last,47,0.5531914893617021,0.7377746367108069,0,0.0,,
tennis_from_tiser_e1_lr0.0001_bs4_ga4_r16_a32_d0p0_20260616_095331_001,yes_no_before_after,78,0.9102564102564102,0.9102564102564102,0,0.0,,
tennis_from_tiser_e1_lr0.0001_bs4_ga8_r16_a32_d0p05_20260616_095331_004,duration_minutes,29,0.5517241379310345,0.574712643678161,0,0.0,,
tennis_from_tiser_e1_lr0.0001_bs4_ga8_r16_a32_d0p05_20260616_095331_004,immediate_before_after,39,0.1282051282051282,0.5558619970010914,0,0.0,,
tennis_from_tiser_e1_lr0.0001_bs4_ga8_r16_a32_d0p05_20260616_095331_004,other_temporal,3,0.3333333333333333,0.6777777777777777,0,0.0,,
tennis_from_tiser_e1_lr0.0001_bs4_ga8_r16_a32_d0p05_20260616_095331_004,overlap_while_during,23,0.8260869565217391,0.8260869565217391,0,0.0,,
tennis_from_tiser_e1_lr0.0001_bs4_ga8_r16_a32_d0p05_20260616_095331_004,tennis_injury_or_medical,1,0.0,0.3333333333333333,0,0.0,,
tennis_from_tiser_e1_lr0.0001_bs4_ga8_r16_a32_d0p05_20260616_095331_004,tournament_round_sequence,4,0.5,0.5,0,0.0,,
tennis_from_tiser_e1_lr0.0001_bs4_ga8_r16_a32_d0p05_20260616_095331_004,which_first_last,47,0.3617021276595745,0.509683578832515,0,0.0,,
tennis_from_tiser_e1_lr0.0001_bs4_ga8_r16_a32_d0p05_20260616_095331_004,yes_no_before_after,78,0.8589743589743589,0.8589743589743589,0,0.0,,
tennis_from_tiser_e1_lr0.0001_bs4_ga8_r16_a32_d0p0_20260616_095331_003,duration_minutes,29,0.5517241379310345,0.574712643678161,0,0.0,,
tennis_from_tiser_e1_lr0.0001_bs4_ga8_r16_a32_d0p0_20260616_095331_003,immediate_before_after,39,0.1282051282051282,0.5558619970010914,0,0.0,,
tennis_from_tiser_e1_lr0.0001_bs4_ga8_r16_a32_d0p0_20260616_095331_003,other_temporal,3,0.3333333333333333,0.6777777777777777,0,0.0,,
tennis_from_tiser_e1_lr0.0001_bs4_ga8_r16_a32_d0p0_20260616_095331_003,overlap_while_during,23,0.8260869565217391,0.8260869565217391,0,0.0,,
tennis_from_tiser_e1_lr0.0001_bs4_ga8_r16_a32_d0p0_20260616_095331_003,tennis_injury_or_medical,1,0.0,0.3333333333333333,0,0.0,,
tennis_from_tiser_e1_lr0.0001_bs4_ga8_r16_a32_d0p0_20260616_095331_003,tournament_round_sequence,4,0.5,0.5,0,0.0,,
tennis_from_tiser_e1_lr0.0001_bs4_ga8_r16_a32_d0p0_20260616_095331_003,which_first_last,47,0.3617021276595745,0.509683578832515,0,0.0,,
tennis_from_tiser_e1_lr0.0001_bs4_ga8_r16_a32_d0p0_20260616_095331_003,yes_no_before_after,78,0.8589743589743589,0.8589743589743589,0,0.0,,
tennis_from_tiser_e1_lr0.0002_bs4_ga4_r16_a32_d0p05_20260616_095331_006,duration_minutes,29,0.6896551724137931,0.7126436781609196,0,0.0,,
tennis_from_tiser_e1_lr0.0002_bs4_ga4_r16_a32_d0p05_20260616_095331_006,immediate_before_after,39,0.20512820512820512,0.6704790426401163,0,0.0,,
tennis_from_tiser_e1_lr0.0002_bs4_ga4_r16_a32_d0p05_20260616_095331_006,other_temporal,3,0.6666666666666666,0.8333333333333334,0,0.0,,
tennis_from_tiser_e1_lr0.0002_bs4_ga4_r16_a32_d0p05_20260616_095331_006,overlap_while_during,23,0.9565217391304348,0.9565217391304348,0,0.0,,
tennis_from_tiser_e1_lr0.0002_bs4_ga4_r16_a32_d0p05_20260616_095331_006,tennis_injury_or_medical,1,0.0,0.3333333333333333,0,0.0,,
tennis_from_tiser_e1_lr0.0002_bs4_ga4_r16_a32_d0p05_20260616_095331_006,tournament_round_sequence,4,0.75,0.8611111111111112,0,0.0,,
tennis_from_tiser_e1_lr0.0002_bs4_ga4_r16_a32_d0p05_20260616_095331_006,which_first_last,47,0.5531914893617021,0.7420316090528856,0,0.0,,
tennis_from_tiser_e1_lr0.0002_bs4_ga4_r16_a32_d0p05_20260616_095331_006,yes_no_before_after,78,0.9487179487179487,0.9487179487179487,0,0.0,,
tennis_from_tiser_e1_lr0.0002_bs4_ga4_r16_a32_d0p0_20260616_095331_005,duration_minutes,29,0.6551724137931034,0.67816091954023,0,0.0,,
tennis_from_tiser_e1_lr0.0002_bs4_ga4_r16_a32_d0p0_20260616_095331_005,immediate_before_after,39,0.1794871794871795,0.6795116766727503,0,0.0,,
tennis_from_tiser_e1_lr0.0002_bs4_ga4_r16_a32_d0p0_20260616_095331_005,other_temporal,3,0.6666666666666666,0.8333333333333334,0,0.0,,
tennis_from_tiser_e1_lr0.0002_bs4_ga4_r16_a32_d0p0_20260616_095331_005,overlap_while_during,23,0.9565217391304348,0.9565217391304348,0,0.0,,
tennis_from_tiser_e1_lr0.0002_bs4_ga4_r16_a32_d0p0_20260616_095331_005,tennis_injury_or_medical,1,0.0,0.3333333333333333,0,0.0,,
tennis_from_tiser_e1_lr0.0002_bs4_ga4_r16_a32_d0p0_20260616_095331_005,tournament_round_sequence,4,0.75,0.8611111111111112,0,0.0,,
tennis_from_tiser_e1_lr0.0002_bs4_ga4_r16_a32_d0p0_20260616_095331_005,which_first_last,47,0.5319148936170213,0.7207550133082048,0,0.0,,
tennis_from_tiser_e1_lr0.0002_bs4_ga4_r16_a32_d0p0_20260616_095331_005,yes_no_before_after,78,0.9358974358974359,0.9358974358974359,0,0.0,,
tennis_from_tiser_e1_lr0.0002_bs4_ga8_r16_a32_d0p05_20260616_104036_006,duration_minutes,29,0.4827586206896552,0.5057471264367815,0,0.0,,
tennis_from_tiser_e1_lr0.0002_bs4_ga8_r16_a32_d0p05_20260616_104036_006,immediate_before_after,39,0.1282051282051282,0.6406385839535036,0,0.0,,
tennis_from_tiser_e1_lr0.0002_bs4_ga8_r16_a32_d0p05_20260616_104036_006,other_temporal,3,0.3333333333333333,0.6777777777777777,0,0.0,,
tennis_from_tiser_e1_lr0.0002_bs4_ga8_r16_a32_d0p05_20260616_104036_006,overlap_while_during,23,0.8695652173913043,0.8695652173913043,0,0.0,,
tennis_from_tiser_e1_lr0.0002_bs4_ga8_r16_a32_d0p05_20260616_104036_006,tennis_injury_or_medical,1,0.0,0.3333333333333333,0,0.0,,
tennis_from_tiser_e1_lr0.0002_bs4_ga8_r16_a32_d0p05_20260616_104036_006,tournament_round_sequence,4,0.75,0.8611111111111112,0,0.0,,
tennis_from_tiser_e1_lr0.0002_bs4_ga8_r16_a32_d0p05_20260616_104036_006,which_first_last,47,0.46808510638297873,0.6273743986509944,0,0.0,,
tennis_from_tiser_e1_lr0.0002_bs4_ga8_r16_a32_d0p05_20260616_104036_006,yes_no_before_after,78,0.9102564102564102,0.9102564102564102,0,0.0,,
tennis_from_tiser_e1_lr0.0002_bs4_ga8_r16_a32_d0p0_20260616_095331_007,duration_minutes,29,0.4827586206896552,0.5057471264367815,0,0.0,,
tennis_from_tiser_e1_lr0.0002_bs4_ga8_r16_a32_d0p0_20260616_095331_007,immediate_before_after,39,0.1282051282051282,0.6406385839535036,0,0.0,,
tennis_from_tiser_e1_lr0.0002_bs4_ga8_r16_a32_d0p0_20260616_095331_007,other_temporal,3,0.3333333333333333,0.6777777777777777,0,0.0,,
tennis_from_tiser_e1_lr0.0002_bs4_ga8_r16_a32_d0p0_20260616_095331_007,overlap_while_during,23,0.8695652173913043,0.8695652173913043,0,0.0,,
tennis_from_tiser_e1_lr0.0002_bs4_ga8_r16_a32_d0p0_20260616_095331_007,tennis_injury_or_medical,1,0.0,0.3333333333333333,0,0.0,,
tennis_from_tiser_e1_lr0.0002_bs4_ga8_r16_a32_d0p0_20260616_095331_007,tournament_round_sequence,4,0.75,0.8611111111111112,0,0.0,,
tennis_from_tiser_e1_lr0.0002_bs4_ga8_r16_a32_d0p0_20260616_095331_007,which_first_last,47,0.46808510638297873,0.6273743986509944,0,0.0,,
tennis_from_tiser_e1_lr0.0002_bs4_ga8_r16_a32_d0p0_20260616_095331_007,yes_no_before_after,78,0.9102564102564102,0.9102564102564102,0,0.0,,
tennis_from_tiser_e1_lr5e-05_bs4_ga4_r16_a32_d0p05_20260616_104036_001,duration_minutes,29,0.5172413793103449,0.5402298850574713,0,0.0,,
tennis_from_tiser_e1_lr5e-05_bs4_ga4_r16_a32_d0p05_20260616_104036_001,immediate_before_after,39,0.1282051282051282,0.5558619970010914,0,0.0,,
tennis_from_tiser_e1_lr5e-05_bs4_ga4_r16_a32_d0p05_20260616_104036_001,other_temporal,3,0.3333333333333333,0.6777777777777777,0,0.0,,
tennis_from_tiser_e1_lr5e-05_bs4_ga4_r16_a32_d0p05_20260616_104036_001,overlap_while_during,23,0.8260869565217391,0.8260869565217391,0,0.0,,
tennis_from_tiser_e1_lr5e-05_bs4_ga4_r16_a32_d0p05_20260616_104036_001,tennis_injury_or_medical,1,0.0,0.25,0,0.0,,
tennis_from_tiser_e1_lr5e-05_bs4_ga4_r16_a32_d0p05_20260616_104036_001,tournament_round_sequence,4,0.5,0.5,0,0.0,,
tennis_from_tiser_e1_lr5e-05_bs4_ga4_r16_a32_d0p05_20260616_104036_001,which_first_last,47,0.3829787234042553,0.5309601745771958,0,0.0,,
tennis_from_tiser_e1_lr5e-05_bs4_ga4_r16_a32_d0p05_20260616_104036_001,yes_no_before_after,78,0.8589743589743589,0.8589743589743589,0,0.0,,
tennis_from_tiser_e1_lr5e-05_bs4_ga8_r16_a32_d0p05_20260616_104036_002,duration_minutes,29,0.5517241379310345,0.5517241379310345,0,0.0,,
tennis_from_tiser_e1_lr5e-05_bs4_ga8_r16_a32_d0p05_20260616_104036_002,immediate_before_after,39,0.15384615384615385,0.548538154415589,0,0.0,,
tennis_from_tiser_e1_lr5e-05_bs4_ga8_r16_a32_d0p05_20260616_104036_002,other_temporal,3,0.3333333333333333,0.7333333333333334,0,0.0,,
tennis_from_tiser_e1_lr5e-05_bs4_ga8_r16_a32_d0p05_20260616_104036_002,overlap_while_during,23,0.8260869565217391,0.8260869565217391,0,0.0,,
tennis_from_tiser_e1_lr5e-05_bs4_ga8_r16_a32_d0p05_20260616_104036_002,tennis_injury_or_medical,1,0.0,0.25,0,0.0,,
tennis_from_tiser_e1_lr5e-05_bs4_ga8_r16_a32_d0p05_20260616_104036_002,tournament_round_sequence,4,0.5,0.5,0,0.0,,
tennis_from_tiser_e1_lr5e-05_bs4_ga8_r16_a32_d0p05_20260616_104036_002,which_first_last,47,0.2765957446808511,0.47262229496272046,0,0.0,,
tennis_from_tiser_e1_lr5e-05_bs4_ga8_r16_a32_d0p05_20260616_104036_002,yes_no_before_after,78,0.8205128205128205,0.8205128205128205,0,0.0,,
tennis_from_tiser_e2_lr0.0001_bs4_ga4_r16_a32_d0p05_20260616_104036_009,duration_minutes,29,0.6896551724137931,0.7126436781609196,0,0.0,,
tennis_from_tiser_e2_lr0.0001_bs4_ga4_r16_a32_d0p05_20260616_104036_009,immediate_before_after,39,0.23076923076923078,0.6938607890987857,0,0.0,,
tennis_from_tiser_e2_lr0.0001_bs4_ga4_r16_a32_d0p05_20260616_104036_009,other_temporal,3,0.3333333333333333,0.5370370370370371,0,0.0,,
tennis_from_tiser_e2_lr0.0001_bs4_ga4_r16_a32_d0p05_20260616_104036_009,overlap_while_during,23,0.9565217391304348,0.9565217391304348,0,0.0,,
tennis_from_tiser_e2_lr0.0001_bs4_ga4_r16_a32_d0p05_20260616_104036_009,tennis_injury_or_medical,1,0.0,0.3333333333333333,0,0.0,,
tennis_from_tiser_e2_lr0.0001_bs4_ga4_r16_a32_d0p05_20260616_104036_009,tournament_round_sequence,4,0.75,0.8611111111111112,0,0.0,,
tennis_from_tiser_e2_lr0.0001_bs4_ga4_r16_a32_d0p05_20260616_104036_009,which_first_last,47,0.6382978723404256,0.810589528674635,0,0.0,,
tennis_from_tiser_e2_lr0.0001_bs4_ga4_r16_a32_d0p05_20260616_104036_009,yes_no_before_after,78,0.9487179487179487,0.9487179487179487,0,0.0,,
tennis_from_tiser_e2_lr0.0001_bs4_ga8_r16_a32_d0p05_20260616_104036_010,duration_minutes,29,0.5172413793103449,0.5402298850574713,0,0.0,,
tennis_from_tiser_e2_lr0.0001_bs4_ga8_r16_a32_d0p05_20260616_104036_010,immediate_before_after,39,0.1794871794871795,0.6811365475283903,0,0.0,,
tennis_from_tiser_e2_lr0.0001_bs4_ga8_r16_a32_d0p05_20260616_104036_010,other_temporal,3,0.3333333333333333,0.6777777777777777,0,0.0,,
tennis_from_tiser_e2_lr0.0001_bs4_ga8_r16_a32_d0p05_20260616_104036_010,overlap_while_during,23,0.8695652173913043,0.8695652173913043,0,0.0,,
tennis_from_tiser_e2_lr0.0001_bs4_ga8_r16_a32_d0p05_20260616_104036_010,tennis_injury_or_medical,1,0.0,0.3333333333333333,0,0.0,,
tennis_from_tiser_e2_lr0.0001_bs4_ga8_r16_a32_d0p05_20260616_104036_010,tournament_round_sequence,4,0.5,0.5,0,0.0,,
tennis_from_tiser_e2_lr0.0001_bs4_ga8_r16_a32_d0p05_20260616_104036_010,which_first_last,47,0.574468085106383,0.7696895303278282,0,0.0,,
tennis_from_tiser_e2_lr0.0001_bs4_ga8_r16_a32_d0p05_20260616_104036_010,yes_no_before_after,78,0.9358974358974359,0.9358974358974359,0,0.0,,
tennis_from_tiser_e2_lr0.0002_bs4_ga4_r16_a32_d0p05_20260616_104036_011,duration_minutes,29,0.5862068965517241,0.6383141762452108,0,0.0,,
tennis_from_tiser_e2_lr0.0002_bs4_ga4_r16_a32_d0p05_20260616_104036_011,immediate_before_after,39,0.3076923076923077,0.7488929364386254,0,0.0,,
tennis_from_tiser_e2_lr0.0002_bs4_ga4_r16_a32_d0p05_20260616_104036_011,other_temporal,3,0.3333333333333333,0.6333333333333333,0,0.0,,
tennis_from_tiser_e2_lr0.0002_bs4_ga4_r16_a32_d0p05_20260616_104036_011,overlap_while_during,23,1.0,1.0,0,0.0,,
tennis_from_tiser_e2_lr0.0002_bs4_ga4_r16_a32_d0p05_20260616_104036_011,tennis_injury_or_medical,1,0.0,0.3333333333333333,0,0.0,,
tennis_from_tiser_e2_lr0.0002_bs4_ga4_r16_a32_d0p05_20260616_104036_011,tournament_round_sequence,4,1.0,1.0,0,0.0,,
tennis_from_tiser_e2_lr0.0002_bs4_ga4_r16_a32_d0p05_20260616_104036_011,which_first_last,47,0.6808510638297872,0.8457339350956373,0,0.0,,
tennis_from_tiser_e2_lr0.0002_bs4_ga4_r16_a32_d0p05_20260616_104036_011,yes_no_before_after,78,0.9615384615384616,0.9615384615384616,0,0.0,,
tennis_from_tiser_e2_lr0.0002_bs4_ga8_r16_a32_d0p05_20260616_104036_012,duration_minutes,29,0.7241379310344828,0.7471264367816093,0,0.0,,
tennis_from_tiser_e2_lr0.0002_bs4_ga8_r16_a32_d0p05_20260616_104036_012,immediate_before_after,39,0.20512820512820512,0.6689250410861146,0,0.0,,
tennis_from_tiser_e2_lr0.0002_bs4_ga8_r16_a32_d0p05_20260616_104036_012,other_temporal,3,0.3333333333333333,0.6333333333333333,0,0.0,,
tennis_from_tiser_e2_lr0.0002_bs4_ga8_r16_a32_d0p05_20260616_104036_012,overlap_while_during,23,0.9565217391304348,0.9565217391304348,0,0.0,,
tennis_from_tiser_e2_lr0.0002_bs4_ga8_r16_a32_d0p05_20260616_104036_012,tennis_injury_or_medical,1,0.0,0.3333333333333333,0,0.0,,
tennis_from_tiser_e2_lr0.0002_bs4_ga8_r16_a32_d0p05_20260616_104036_012,tournament_round_sequence,4,0.75,0.8611111111111112,0,0.0,,
tennis_from_tiser_e2_lr0.0002_bs4_ga8_r16_a32_d0p05_20260616_104036_012,which_first_last,47,0.574468085106383,0.7647175519515945,0,0.0,,
tennis_from_tiser_e2_lr0.0002_bs4_ga8_r16_a32_d0p05_20260616_104036_012,yes_no_before_after,78,0.9487179487179487,0.9487179487179487,0,0.0,,
tennis_from_tiser_e2_lr5e-05_bs4_ga4_r16_a32_d0p05_20260616_104036_007,duration_minutes,29,0.5862068965517241,0.6091954022988506,0,0.0,,
tennis_from_tiser_e2_lr5e-05_bs4_ga4_r16_a32_d0p05_20260616_104036_007,immediate_before_after,39,0.1794871794871795,0.6902940566858994,0,0.0,,
tennis_from_tiser_e2_lr5e-05_bs4_ga4_r16_a32_d0p05_20260616_104036_007,other_temporal,3,0.3333333333333333,0.6777777777777777,0,0.0,,
tennis_from_tiser_e2_lr5e-05_bs4_ga4_r16_a32_d0p05_20260616_104036_007,overlap_while_during,23,0.9130434782608695,0.9130434782608695,0,0.0,,
tennis_from_tiser_e2_lr5e-05_bs4_ga4_r16_a32_d0p05_20260616_104036_007,tennis_injury_or_medical,1,0.0,0.3333333333333333,0,0.0,,
tennis_from_tiser_e2_lr5e-05_bs4_ga4_r16_a32_d0p05_20260616_104036_007,tournament_round_sequence,4,0.5,0.5,0,0.0,,
tennis_from_tiser_e2_lr5e-05_bs4_ga4_r16_a32_d0p05_20260616_104036_007,which_first_last,47,0.5957446808510638,0.7971036056142439,0,0.0,,
tennis_from_tiser_e2_lr5e-05_bs4_ga4_r16_a32_d0p05_20260616_104036_007,yes_no_before_after,78,0.9358974358974359,0.9358974358974359,0,0.0,,
tennis_from_tiser_e2_lr5e-05_bs4_ga8_r16_a32_d0p05_20260616_104036_008,duration_minutes,29,0.5172413793103449,0.5402298850574713,0,0.0,,
tennis_from_tiser_e2_lr5e-05_bs4_ga8_r16_a32_d0p05_20260616_104036_008,immediate_before_after,39,0.1282051282051282,0.5558619970010914,0,0.0,,
tennis_from_tiser_e2_lr5e-05_bs4_ga8_r16_a32_d0p05_20260616_104036_008,other_temporal,3,0.3333333333333333,0.6777777777777777,0,0.0,,
tennis_from_tiser_e2_lr5e-05_bs4_ga8_r16_a32_d0p05_20260616_104036_008,overlap_while_during,23,0.8260869565217391,0.8260869565217391,0,0.0,,
tennis_from_tiser_e2_lr5e-05_bs4_ga8_r16_a32_d0p05_20260616_104036_008,tennis_injury_or_medical,1,0.0,0.25,0,0.0,,
